-7.172887	-97.236162-16.500000	5.250000
-7.315681	-96.499881-16.500000	6.000000
-7.458475	-95.763600-16.500000	6.750000
-7.601269	-95.027319-16.500000	7.500000
-7.744063	-94.291038-16.500000	8.250000
-7.886856	-93.554757-16.500000	9.000000
-8.029650	-92.818476-16.500000	9.750000
-8.172444	-92.082194-16.500000	10.500000
-8.315238	-91.345913-16.500000	11.250000
-8.458032	-90.609632-16.500000	12.000000
-8.600826	-89.873351-16.500000	12.750000
-8.743620	-89.137070-16.500000	13.500000
-8.886414	-88.400789-16.500000	14.250000
-0.867643	-125.808332-15.750000	-24.000000
-1.010437	-125.072051-15.750000	-23.250000
-1.153231	-124.335770-15.750000	-22.500000
-1.296025	-123.599489-15.750000	-21.750000
-1.438819	-122.863208-15.750000	-21.000000
-1.581613	-122.126927-15.750000	-20.250000
-1.724407	-121.390646-15.750000	-19.500000
-1.867200	-120.654364-15.750000	-18.750000
-2.009994	-119.918083-15.750000	-18.000000
-2.152788	-119.181802-15.750000	-17.250000
-2.295582	-118.445521-15.750000	-16.500000
-2.438376	-117.709240-15.750000	-15.750000
-2.581170	-116.972959-15.750000	-15.000000
-2.723964	-116.236678-15.750000	-14.250000
-2.866758	-115.500397-15.750000	-13.500000
-3.009552	-114.764115-15.750000	-12.750000
-3.152346	-114.027834-15.750000	-12.000000
-3.295140	-113.291553-15.750000	-11.250000
-3.437933	-112.555272-15.750000	-10.500000
-3.580727	-111.818991-15.750000	-9.750000
-3.723521	-111.082710-15.750000	-9.000000
-3.866315	-110.346429-15.750000	-8.250000
-4.009109	-109.610148-15.750000	-7.500000
-4.151903	-108.873866-15.750000	-6.750000
-4.294697	-108.137585-15.750000	-6.000000
-4.437491	-107.401304-15.750000	-5.250000
-4.580285	-106.665023-15.750000	-4.500000
-4.723079	-105.928742-15.750000	-3.750000
-4.865873	-105.192461-15.750000	-3.000000
-5.008667	-104.456180-15.750000	-2.250000
-5.151460	-103.719899-15.750000	-1.500000
-5.294254	-102.983617-15.750000	-0.750000
-5.437048	-102.247336-15.750000	0.000000
-5.579842	-101.511055-15.750000	0.750000
-5.722636	-100.774774-15.750000	1.500000
-5.865430	-100.038493-15.750000	2.250000
-6.008224	-99.302212-15.750000	3.000000
-6.151018	-98.565931-15.750000	3.750000
-6.293812	-97.829649-15.750000	4.500000
-6.436606	-97.093368-15.750000	5.250000
-6.579400	-96.357087-15.750000	6.000000
-6.722194	-95.620806-15.750000	6.750000
-6.864987	-94.884525-15.750000	7.500000
-7.007781	-94.148244-15.750000	8.250000
-7.150575	-93.411963-15.750000	9.000000
-7.293369	-92.675682-15.750000	9.750000
-7.436163	-91.939400-15.750000	10.500000
-7.578957	-91.203119-15.750000	11.250000
-7.721751	-90.466838-15.750000	12.000000
-7.864545	-89.730557-15.750000	12.750000
-8.007339	-88.994276-15.750000	13.500000
-8.150133	-88.257995-15.750000	14.250000
-8.292927	-87.521714-15.750000	15.000000
-8.435721	-86.785433-15.750000	15.750000
-8.578514	-86.049151-15.750000	16.500000
-0.131362	-125.665538-15.000000	-24.000000
-0.274156	-124.929257-15.000000	-23.250000
-0.416950	-124.192976-15.000000	-22.500000
-0.559744	-123.456695-15.000000	-21.750000
-0.702538	-122.720414-15.000000	-21.000000
-0.845331	-121.984133-15.000000	-20.250000
-0.988125	-121.247852-15.000000	-19.500000
-1.130919	-120.511571-15.000000	-18.750000
-1.273713	-119.775289-15.000000	-18.000000
-1.416507	-119.039008-15.000000	-17.250000
-1.559301	-118.302727-15.000000	-16.500000
-1.702095	-117.566446-15.000000	-15.750000
-1.844889	-116.830165-15.000000	-15.000000
-1.987683	-116.093884-15.000000	-14.250000
-2.130477	-115.357603-15.000000	-13.500000
-2.273271	-114.621321-15.000000	-12.750000
-2.416065	-113.885040-15.000000	-12.000000
-2.558858	-113.148759-15.000000	-11.250000
-2.701652	-112.412478-15.000000	-10.500000
-2.844446	-111.676197-15.000000	-9.750000
-2.987240	-110.939916-15.000000	-9.000000
-3.130034	-110.203635-15.000000	-8.250000
-3.272828	-109.467354-15.000000	-7.500000
-3.415622	-108.731072-15.000000	-6.750000
-3.558416	-107.994791-15.000000	-6.000000
-3.701210	-107.258510-15.000000	-5.250000
-3.844004	-106.522229-15.000000	-4.500000
-3.986798	-105.785948-15.000000	-3.750000
-4.129592	-105.049667-15.000000	-3.000000
-4.272385	-104.313386-15.000000	-2.250000
-4.415179	-103.577105-15.000000	-1.500000
-4.557973	-102.840823-15.000000	-0.750000
-4.700767	-102.104542-15.000000	0.000000
-4.843561	-101.368261-15.000000	0.750000
-4.986355	-100.631980-15.000000	1.500000
-5.129149	-99.895699-15.000000	2.250000
-5.271943	-99.159418-15.000000	3.000000
-5.414737	-98.423137-15.000000	3.750000
-5.557531	-97.686856-15.000000	4.500000
-5.700325	-96.950574-15.000000	5.250000
-5.843119	-96.214293-15.000000	6.000000
-5.985912	-95.478012-15.000000	6.750000
-6.128706	-94.741731-15.000000	7.500000
