-38.714662	-138.512883	-41.250000	-41.250000
-38.629283	-137.767759	-41.250000	-40.500000
-38.543905	-137.022634	-41.250000	-39.750000
-38.458526	-136.277510	-41.250000	-39.000000
-38.373147	-135.532385	-41.250000	-38.250000
-38.287768	-134.787261	-41.250000	-37.500000
-38.202389	-134.042136	-41.250000	-36.750000
-38.117010	-133.297012	-41.250000	-36.000000
-38.031631	-132.551887	-41.250000	-35.250000
-37.946253	-131.806763	-41.250000	-34.500000
-37.860874	-131.061639	-41.250000	-33.750000
-37.775495	-130.316514	-41.250000	-33.000000
-37.690116	-129.571390	-41.250000	-32.250000
-37.604737	-128.826265	-41.250000	-31.500000
-37.519358	-128.081141	-41.250000	-30.750000
-37.433980	-127.336016	-41.250000	-30.000000
-37.348601	-126.590892	-41.250000	-29.250000
-37.263222	-125.845767	-41.250000	-28.500000
-37.177843	-125.100643	-41.250000	-27.750000
-37.092464	-124.355518	-41.250000	-27.000000
-37.007085	-123.610394	-41.250000	-26.250000
-36.921707	-122.865270	-41.250000	-25.500000
-36.836328	-122.120145	-41.250000	-24.750000
-36.750949	-121.375021	-41.250000	-24.000000
-36.665570	-120.629896	-41.250000	-23.250000
-36.580191	-119.884772	-41.250000	-22.500000
-36.494812	-119.139647	-41.250000	-21.750000
-36.409433	-118.394523	-41.250000	-21.000000
-36.324055	-117.649398	-41.250000	-20.250000
-36.238676	-116.904274	-41.250000	-19.500000
-36.153297	-116.159149	-41.250000	-18.750000
-36.067918	-115.414025	-41.250000	-18.000000
-35.982539	-114.668901	-41.250000	-17.250000
-35.897160	-113.923776	-41.250000	-16.500000
-35.811782	-113.178652	-41.250000	-15.750000
-35.726403	-112.433527	-41.250000	-15.000000
-35.641024	-111.688403	-41.250000	-14.250000
-35.555645	-110.943278	-41.250000	-13.500000
-35.470266	-110.198154	-41.250000	-12.750000
-35.384887	-109.453029	-41.250000	-12.000000
-35.299508	-108.707905	-41.250000	-11.250000
-35.214130	-107.962780	-41.250000	-10.500000
-35.128751	-107.217656	-41.250000	-9.750000
-35.043372	-106.472532	-41.250000	-9.000000
-34.957993	-105.727407	-41.250000	-8.250000
-34.872614	-104.982283	-41.250000	-7.500000
-34.787235	-104.237158	-41.250000	-6.750000
-34.701857	-103.492034	-41.250000	-6.000000
-34.616478	-102.746909	-41.250000	-5.250000
-34.531099	-102.001785	-41.250000	-4.500000
-34.445720	-101.256660	-41.250000	-3.750000
-34.360341	-100.511536	-41.250000	-3.000000
-34.274962	-99.766411	-41.250000	-2.250000
-34.189584	-99.021287	-41.250000	-1.500000
-34.104205	-98.276163	-41.250000	-0.750000
-34.018826	-97.531038	-41.250000	0.000000
-33.933447	-96.785914	-41.250000	0.750000
-33.848068	-96.040789	-41.250000	1.500000
-33.762689	-95.295665	-41.250000	2.250000
-33.677310	-94.550540	-41.250000	3.000000
-33.591932	-93.805416	-41.250000	3.750000
-33.506553	-93.060291	-41.250000	4.500000
-33.421174	-92.315167	-41.250000	5.250000
-33.335795	-91.570042	-41.250000	6.000000
-33.250416	-90.824918	-41.250000	6.750000
-33.165037	-90.079794	-41.250000	7.500000
-33.079659	-89.334669	-41.250000	8.250000
-32.994280	-88.589545	-41.250000	9.000000
-32.908901	-87.844420	-41.250000	9.750000
-32.823522	-87.099296	-41.250000	10.500000
-32.738143	-86.354171	-41.250000	11.250000
-32.652764	-85.609047	-41.250000	12.000000
-32.567385	-84.863922	-41.250000	12.750000
-32.482007	-84.118798	-41.250000	13.500000
-32.396628	-83.373673	-41.250000	14.250000
-32.311249	-82.628549	-41.250000	15.000000
-32.225870	-81.883425	-41.250000	15.750000
-32.140491	-81.138300	-41.250000	16.500000
-32.055112	-80.393176	-41.250000	17.250000
-31.969734	-79.648051	-41.250000	18.000000
-31.884355	-78.902927	-41.250000	18.750000
-31.798976	-78.157802	-41.250000	19.500000
-31.713597	-77.412678	-41.250000	20.250000
-31.628218	-76.667553	-41.250000	21.000000
-31.542839	-75.922429	-41.250000	21.750000
-31.457461	-75.177304	-41.250000	22.500000
-31.372082	-74.432180	-41.250000	23.250000
-31.286703	-73.687056	-41.250000	24.000000
-31.201324	-72.941931	-41.250000	24.750000
-31.115945	-72.196807	-41.250000	25.500000
-31.030566	-71.451682	-41.250000	26.250000
-30.945187	-70.706558	-41.250000	27.000000
-30.859809	-69.961433	-41.250000	27.750000
-30.774430	-69.216309	-41.250000	28.500000
-30.689051	-68.471184	-41.250000	29.250000
-30.603672	-67.726060	-41.250000	30.000000
-30.518293	-66.980935	-41.250000	30.750000
-30.432914	-66.235811	-41.250000	31.500000
-30.347536	-65.490687	-41.250000	32.250000
-30.262157	-64.745562	-41.250000	33.000000
-30.176778	-64.000438	-41.250000	33.750000
-30.091399	-63.255313	-41.250000	34.500000
-30.006020	-62.510189	-41.250000	35.250000
-29.920641	-61.765064	-41.250000	36.000000
-29.835262	-61.019940	-41.250000	36.750000
-29.749884	-60.274815	-41.250000	37.500000
-29.664505	-59.529691	-41.250000	38.250000
-29.579126	-58.784566	-41.250000	39.000000
-29.493747	-58.039442	-41.250000	39.750000
-29.408368	-57.294318	-41.250000	40.500000
-37.969538	-138.598262	-40.500000	-41.250000
-37.884159	-137.853138	-40.500000	-40.500000
-37.798780	-137.108013	-40.500000	-39.750000
-37.713401	-136.362889	-40.500000	-39.000000
-37.628022	-135.617764	-40.500000	-38.250000
-37.542644	-134.872640	-40.500000	-37.500000
-37.457265	-134.127515	-40.500000	-36.750000
-37.371886	-133.382391	-40.500000	-36.000000
